index,sentence,year,label,pred_labels,Matches,,,,
919,"U.S. monetary policy responded to these global ""headwinds,"" helping stave off actual contractions of U.S. activity.",2000,0,2,0,,,,
835,"These communications were, as you would expect, biased--they were all in response to decisions to raise interest rates and most often occurred when those increases came shortly before an election.",2003,1,1,1,,,,
1056,"With sales contracting and inventory imbalances still substantial, the manufacturing sector continued its sharp slide, and aggregate employment plunged.",2007,0,0,1,,,,
544,"Moreover, the absence of significant growth in employment, should it persist, could at some point have significant adverse repercussions on consumer spending.",2011,0,0,1,,,,
448,"Labor demand remained strong, and the labor market continued to be very tight.",2005,0,1,0,,,,
764,"Staff Economic Outlook In the economic forecast prepared for the January FOMC meeting, the staff's projection for the growth in real gross domestic product (GDP) in the near term was revised down a bit.",2012,0,0,1,,,,
546,"Moreover, the outlook for foreign economic activity also appeared a bit weaker.",2002,2,2,1,,,,
551,"Most believed that downside risks to economic growth had diminished somewhat since the April meeting, but were still significant.",2021,0,2,0,,,,
162,Long-term unemployment in the current economy is—is the worst—really the worst it’s been in the postwar period.,2012,0,2,0,,,,
1022,"While accommodative financial conditions and reduced income tax rates should continue to undergird consumer spending and the data on retail sales for July displayed relatively impressive gains, negative wealth effects from falling stock market prices, declining payrolls, and sluggish income gains--should they persist--might well depress consumer expenditures over coming months.",2017,0,0,1,,,,
251,"The recent lower readings on inflation have been driven significantly by what appear to be one-off reductions in certain categories of prices, such as wireless telephone services and prescription drugs.",2012,0,2,0,,,,
794,"The resulting uncertainty makes it difficult to predict the future path of activity, unemployment, and inflation.",2020,2,2,1,,,,
834,"The considerable monetary ease already in place, the prospect of significantly more fiscal stimulus, the continuing strong gains in structural productivity, and the anticipated improvement in business confidence would provide significant impetus to spending.",2020,2,0,0,,,,
730,"Share prices of financial firms fell especially sharply, reportedly a reflection, in part, of concerns about exposures to subprime mortgages and about the effect of a potential slowdown in merger activity on operating profits.",2003,2,0,0,,,,
223,Economic DevelopmentsReal economic activity has continued to expand at a solid pace.,1997,1,1,1,,,,
143,But an intriguing alternative is to set a target for the price level.,2022,2,2,1,,,,
681,"Prominent among these risks were a possible intensification of strains in the euro zone, with potential spillovers to U. S. financial markets and institutions and thus to the broader U. S. economy; a larger-than-expected U. S. fiscal tightening; and the possibility of a further slowdown in global economic growth.",2005,0,2,0,,,,
726,Several participants reported feedback from business contacts who were delaying hiring until the economic and regulatory outlook became more certain and who indicated that they expected to meet any near-term increase in the demand for their products without boosting employment; these participants noted the risk that such cautious attitudes toward hiring could slow the pace at which the unemployment rate normalized.,2014,0,0,1,,,,
494,"Measures of core inflation remained much more subdued, although they also moved up in some countries.",2013,0,2,0,,,,
752,"The early days of stabilization policy in the 1950s taught monetary policymakers not to attempt to offset what are likely to be temporary fluctuations in inflation.15 Indeed, responding may do more harm than good, particularly in an era where policy rates are much closer to the effective lower bound even in good times.",2004,0,2,0,,,,
800,"The shift in the stance of monetary policy that we undertook in 2019 was, I believe, well timed and has been providing support to the economy and helping to keep the U.S. outlook on track.",2017,2,2,1,,,,
818,The October SLOOS suggested that the recent slowdown in mortgage originations for home purchases was partly attributable to weaker demand.,2002,0,0,1,,,,
1,"""4 Importantly, the level of uncertainty around the paths for inflation and employment are higher than normal as we navigate the unprecedented reopening of the world economy.",2007,2,2,1,,,,
287,"We understand that inflation dynamics evolve constantly over time, but they don’t change rapidly.",2019,2,2,1,,,,
660,"Reserve balances are one among several items on the liability side of the Federal Reserve's balance sheet, and demand for these liabilitiesâ€”notably, currency in circulationâ€”grows over time.",2020,2,2,1,,,,
710,Risks to the inflation projection also were seen as balanced.,2018,2,2,1,,,,
92,"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the SOMA in accordance with the following domestic policy directive: ""Consistent with its statutory mandate, the Federal Open Market Committee seeks monetary and financial conditions that will foster maximum employment and price stability.",2016,0,2,0,,,,
362,"If labor demand cools, will separations increase and shift the curve outward, increasing unemployment further?",2001,0,2,0,,,,
362,"In the housing sector, demand had continued to display appreciable strength in recent months in association with relatively moderate mortgage rates and very positive consumer assessments of homebuying conditions.",2009,2,2,1,,,,
903,"The recent depreciation of the dollar, while perhaps putting some upward pressure on prices, would damp the deterioration in net U. S. exports.",2011,1,2,0,,,,
668,"Similarly, I don't think we yet fully understand the role of Year 2000 preparations in either the late 1990s investment boom or the acceleration in productivity.",2020,2,2,1,,,,
217,"So, as I mentioned, we’re going to be looking at all of those things: activity, labor market, inflation.",2019,2,2,1,,,,
109,"Assisted by the whole array of market prices, entrepreneurs seek to identify the types of products and services that individuals will value, especially the added value placed on products and services that customers find better tailored to their particular needs, delivered in shorter time frames, or improved in quality.",2004,2,2,1,,,,
541,"Moreover, not all measures of core inflation had accelerated; in particular, core PCE price inflation had been quite stable on a twelve-month basis for some time.",2011,1,0,0,,,,
473,"Indeed, the discrepancy between actual and predicted money growth was sufficiently large that the P* model, if not subjected to judgmental adjustments, would have predicted deflation for 1991 and 1992.",2021,2,2,1,,,,
315,"Here is where unit labor costs, or specifically the relationship between productivity growth and wage increases, would come into play.",1999,2,2,1,,,,
1054,"With regard to the outlook for inflation, members referred to widespread indications of increasingly tight labor markets and to statistical and anecdotal reports of faster increases in labor compensation.",2015,1,1,1,,,,
903,"To summarize these international data, one might say that something brought inflation down in the 1980s and 1990s, but success was fairly uniform across both the inflation-targeting and nontargeting countries.",2007,2,2,1,,,,
940,"We must keep in mind that, difficult as the problem seems, consistently measured prices do exist in principle.",2021,2,2,1,,,,
696,"Recent data, supported by anecdotal reports from several though not all parts of the country, suggested that residential building activity was slowing somewhat, apparently in lagged response to earlier increases in mortgage interest rates.",2007,1,2,0,,,,
109,"I don’t really think asset prices themselves represent a significant threat to financial stability, and that’s because households are in good shape financially than they have been.",2013,0,2,0,,,,
64,"Analysis suggests it could take many years with a formal AIT rule to return the price level to target following a lower-bound episode, and a mechanical AIT rule is likely to become increasingly difficult to explain and implement as conditions change over time.15 In contrast, FAIT is better suited for the highly uncertain and dynamic context in which policymaking takes place.",2004,0,2,0,,,,
560,"Most projected somewhat slower growth through next year, and a smaller reduction in unemployment, than they had projected in April.",2005,0,0,1,,,,
136,"Besley, Meads and Surico's contribution is to ask whether certain characteristics of the policymakers matter for how they vote on the monetary policy committee.",2000,2,2,1,,,,
1061,"With the restraint from fiscal policy assumed to increase next year, the staff projected that increases in real GDP would not significantly exceed the growth rate of potential output in 2013.",2003,2,2,1,,,,
1,"1 The longer-run projections represent each participant's assessment of the rate to which each variable would be expected to converge, over time, under appropriate monetary policy and in the absence of further shocks to the economy.",2011,2,2,1,,,,
257,Fiscal austerity is the one tried and true approach to dealing with budget and trade deficits simultaneously.,1999,1,2,0,,,,
657,"Participants thought that consumer expenditures likely would expand at a moderate pace in coming quarters, supported by solid gains in employment and real income.",1997,1,2,0,,,,
685,"Stimulus checks put money in people's pockets, and when they spend it, there will be upward pressure on prices.",2006,1,1,1,,,,
4,"A couple of participants pointed to the decline in credit spreads to relatively low levels by historical standards; one of these participants noted the risk of either a sharp rise in spreads, which could have negative repercussions for aggregate demand, or a continuation of the decline in spreads, which could undermine financial stability over time.",2011,0,2,0,,,,
984,They noted that the realization of such a development could make it harder for the Committee to achieve 2 percent inflation over the longer run.,1996,2,1,0,,,,
725,"The GDP (in real terms, after inflation) has been growing continuously for eight years and this long expansion, instead of petering out, has accelerated in the last couple of years.",2020,1,1,1,,,,
634,"Prices, interest rates, stock prices, and other signals produced by market economies to encourage the distribution of productive resources have no inherent moral content.",2005,2,2,1,,,,
253,"However, other measures of labor utilization--including the labor force participation rate and the numbers of discouraged workers and those working part time for economic reasons--suggested more modest improvement, and other indicators of labor demand, such as rates of hiring and quits, remained low.",2006,2,2,1,,,,
853,"This equation relates inflation to, among other factors, lagged inflation, resource utilization, and movements in the relative price of imports excluding energy, semiconductors, and computers.",2003,2,2,1,,,,
274,"However, with the contraction in housing activity expected to abate this year, the pace of economic growth was anticipated to edge back up to a level that was close to the staff's estimate of potential output growth by the end of 2007 and to remain in that same range throughout 2008.",2008,2,1,0,,,,
1025,"While favorable financing would help to sustain the housing sector, members anticipated that any further impetus to growth from that sector was likely to be limited.",2002,2,2,1,,,,
650,"Participants marked up their inflation projections, as they assessed that supply constraints in product and labor markets were larger and likely to be longer lasting than previously anticipated.",2011,1,1,1,,,,
383,"In a traditional growth accounting setup, these effects would show up in multifactor productivity growth.",2021,2,2,1,,,,
13,"A currency board and dollarization are tighter versions of a fixed exchange rate regime--that is, fixed exchange rate systems from which it is progressively more costly to exit.",1997,2,2,1,,,,
17,"And if the stock theory of the portfolio is correct, which we believe it is, holding all of those securities off of the market and reinvesting and still keeping the, you know, rolling-over maturing securities, will still continue to put downward pressure on interest rates.",2013,0,0,1,,,,
258,"However, reports from a couple of Districts indicated that the agricultural sector was still weak, with low commodity prices continuing to put financial pressure on farm-related businesses.",2000,0,0,1,,,,
454,"Long-term government bond yields declined and headline equity indexes increased, on net, in most of these countries, with bank stock prices in the euro area rising more than broader indexes.",2022,0,2,0,,,,
301,Funding of our current account deficit likely will become more difficult when home bias approaches its practical minimum.,2021,1,1,1,,,,
850,"This difficulty of forecasting inflation has important implications, as we shall see.",2003,2,2,1,,,,
110,"At some point, continued large-scale trade deficits could trigger equilibrating, and possibly dislocating, changes in prices, interest rates, and exchange rates.",2022,1,2,0,,,,
731,Significant cost cutting by firms was thought to have led to a sizable increase in productivity growth in the first half of the year; sustained outsized gains in productivity could further damp hiring.,2003,2,0,0,,,,
491,"Market-based measures of inflation compensation remained low; most survey-based measures of longer-term inflation expectations were little changed, on balance, in recent months.",2013,0,2,0,,,,
475,"Indeed, virtually every forecast projects a modest rise in broad measures of U.S. inflation this year, reflecting the dissipation or reversal of favorable supply shocks, most importantly the reversal in the path of oil prices, the stabilization of commodity prices and non-oil import prices, and some rebound in health care costs.",2021,1,1,1,,,,
185,"Certainly, if we are to remain preeminent in transforming knowledge into economic value, the U.S. system of higher education must remain the world's leader in generating scientific and technological breakthroughs and in preparing workers to meet the evolving demands for skilled labor.",2007,2,2,1,,,,
128,"If you look at core PCE inflation, which is a good measure of where inflation is running now, if you look at it on a 3-, 6-, and 12-month trailing annualized basis, you’ll see that inflation is at 4.8 percent, 4.5 percent, and 4.8 percent.",2021,1,2,0,,,,
214,"He also judged that the policy step would do little to improve near-term growth prospects, given the ongoing structural adjustments and external challenges faced by the U. S. economy.",2010,2,2,1,,,,
582,"Notwithstanding the shift toward monetary policy committees, each central bank and its institutional structure reflects the politics and culture of the country that it serves (or ""countries"" in the case of the European Central Bank).",2003,2,2,1,,,,
513,"Later I shall turn to concerns about imbalances in equity prices, the personal saving rate, the current account, and the household debt burden.",2005,2,2,1,,,,
459,"Indeed, an oft-quoted quip by economist Robert Solow held that, as of the late 1980s, ""computers are everywhere except in the productivity statistics.",2006,2,2,1,,,,
469,"M2 growth picked up appreciably during December and January, evidently reflecting extra demands for liquidity and safety during the century-date-change period.",2008,0,2,0,,,,
666,Setting the horizon on the interest rate caps to reinforce forward guidance on the policy rate would augment the credibility of the yield curve caps and thereby diminish concerns about an open-ended balance sheet commitment.,2006,2,1,0,,,,
464,"Indeed, how will we measure inflation, and the associated financial market implications, in the twenty-first century when our data--using current techniques--could become increasingly less adequate to trace price trends over time?",2005,2,2,1,,,,
695,"Recent data suggested that growth of household spending had picked up, while business fixed investment had continued to grow strongly.",2007,1,2,0,,,,
805,The Committee will regularly review the size and composition of its securities holdings in light of incoming information and is prepared to adjust those holdings as needed to best foster maximum employment and price stability.,1998,0,2,0,,,,
556,Most participants continued to think that the cyclical pressures associated with a tightening labor market were likely to show through to higher inflation over the medium term.,2007,1,1,1,,,,
215,"So you’re talking about the inflation target, basically.",2019,2,2,1,,,,
338,"In several Districts, reports from business contacts or evidence from surveys pointed to some difficulty in finding qualified workers; in some cases, labor shortages were making it hard to fill customer demand or expand business.",1997,2,2,1,,,,
880,"Three Questions The first question is, ""Can the Federal Reserve best meet its statutory objectives with its existing monetary policy strategy, or should it consider strategies that aim to reverse past misses of the inflation objective?""",2007,2,2,1,,,,
98,"During this time of reopening, we are likely to see some upward pressure on prices, and I’ll discuss why.",2017,0,1,0,,,,
452,"Later in the period, AFE yields partially rebounded and foreign equity prices fully recovered on some easing of U. S. ­–China trade tensions, as well as perceptions of reduced political uncertainty in the United Kingdom and Italy.",2022,2,2,1,,,,
395,"In addition, though the unemployment rate has fallen since the middle of 2003, the participation rate currently remains near the low point reached in the first half of 2004.",2019,1,2,0,,,,
816,"Their key finding, illustrated in figure 3, is that Federal Reserve policy rate surprises attributed to stronger U.S. growth generally have only moderate spillovers to EM financial conditions, whereas U.S. policy rate changes attributed to U.S. inflationary pressures trigger more substantial spillovers to EM financial conditions.",1999,2,2,1,,,,
57,"Although prospects for economic activity had not deteriorated significantly since the March meeting, the outlook for growth and employment remained weak and slack in resource utilization was likely to increase.",2000,0,0,1,,,,
925,"Unfortunately, from the point of view of both the analyst and the policymaker, the link between an asset's price and the structure of its return is hard to pin down, as it typically embodies complex factors that are inherently difficult to measure, such as expected future earnings, riskiness, and risk aversion.",2005,2,2,1,,,,
623,"Overall employment gains were relatively well maintained, and labor markets were still tight though showing signs of softening.",2012,2,2,1,,,,
358,"I would like to address two aspects of the issue of underemployment of minorities: first, the implications of ignoring the potential that already exists and, second, the need to encourage young people to seek the types of education and training that will meet the demands of work in the twenty-first century.",2001,0,2,0,,,,
719,"The Federal Open Market Committee (FOMC) has been responsible for monetary policy decisions in the United States since it was established by the Banking Act of 1935, two decades after the founding of the Fed itself.2 The movement toward committees reflects the advantages of committees in aggregating a wide range of information, perspectives, and models.",2007,2,2,1,,,,
423,Inflation expectations that currently appeared by various measures and survey results to be essentially flat or even to have declined a bit were reinforcing the factors holding down price increases.,2004,2,0,0,,,,
792,"The Committee currently anticipates that, even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run. """,2013,0,0,1,,,,
126,"Business spending on equipment and structures was anticipated to continue to outpace the overall expansion of the economy, though the differential would tend to narrow over time in association with the gradual diminution of increases in sales and profits that was expected to be associated with moderating economic growth.",2000,2,2,1,,,,
155,It will include all data relevant to our dual mandate of stable prices and maximum employment.,2020,2,2,1,,,,
358,"In the household sector, mortgage debt increased at its lowest pace since the late 1990s, reflecting the continued deceleration in house prices.",2010,0,2,0,,,,
486,"Information on the price expectations of businesses--who are, after all, the price setters in the first instance--as well as information on nominal wage expectations is particularly scarce.",1998,2,2,1,,,,
370,"If we adjust the 6.7 percent headline unemployment rate for the decline in participation since February and the Bureau of Labor Statistics estimate of misclassification, the unemployment rate would be 10 percent, similar to the peak following the Global Financial Crisis.",2019,1,2,0,,,,
548,"Moreover, the staff still judged that the risks to the forecast for real GDP growth were tilted to the downside, with a corresponding skew to the upside for the unemployment rate.",2002,0,0,1,,,,
196,"So let me talk about the coronavirus specifically, and then I’ll turn more to global growth more generally.",2019,2,2,1,,,,
202,"For now, the Committee should remain particularly vigilant to incoming information bearing on the outlook for inflation.",2007,2,1,0,,,,
630,"Participants also noted that unemployment insurance claims continued to run at a historically elevated level, but the proportion of laid-off workers who expected to be recalled was unusually large.",2003,0,2,0,,,,
991,"Yet as research has repeatedly demonstrated, these sorts of fundamentals only explain a small part of the variation in the prices of assets such as equities, long-term Treasury securities, and corporate bonds.",1999,2,2,1,,,,
426,"In response to an unanticipated movement in spending and hence the quantity of money demanded, a small variation in interest rates would be sufficient to bring money back to path but not to correct the deviation in spending.",2005,0,2,0,,,,
1055,"With regard to the outlook for inflation, the gap between actual and potential output was anticipated to diminish only slowly unless aggregate demand expanded much more rapidly than the members currently foresaw.",2007,2,0,0,,,,
142,"Inflation has declined further below our longer-run objective, largely reflecting the lower energy prices I just mentioned.",2012,0,2,0,,,,
163,"Looking ahead, FOMC participants project the unemployment rate to continue to decline; the median projection is 5 percent at the end of next year and moves below 4 percent by 2023.",2012,2,1,0,,,,
425,"Inflation had been subdued, even though the prices of some key commodities had increased recently.",2016,2,2,1,,,,
211,Developments during the Second Period: 1998-2007 Research during the past ten years has been very fruitful in expanding the profession's understanding of the implications of uncertainty for the design and conduct of monetary policy.,1999,2,2,1,,,,
52,"Although many participants remained concerned about downside risks attending the outlook for inflation, a majority of participants saw the risks to the outlook for inflation as balanced.",2005,2,2,1,,,,
174,"But, by June, prices had risen 4 percent over the previous 12 months, ticked up to 4.2 percent in July, and increased further to 4.3 percent in August.",2004,1,2,0,,,,
610,One member anticipated little if any effect on economic growth and unemployment and did not agree that the outlook for economic activity and inflation called for further policy accommodation.,1999,2,2,1,,,,
713,The Congressional Budget Office (CBO) estimates that federal tax increases and spending cuts will slow the pace of real gross domestic product (GDP) growth about 1-1/2 percentage points this year.3 Tight fiscal policy may also be preventing faster reductions in unemployment.,2003,0,1,0,,,,
837,These decisions can then push up prices even more and make inflation harder to get under control.,2003,1,1,1,,,,
512,Members commented that added fiscal stimulus might prove to be a useful complement to an accommodative monetary policy in the period immediately ahead when economic activity was likely to remain below the economy's potential.,2009,0,0,1,,,,
748,"The distortions in the markets I have reviewed do not appear all that large, given the stance of monetary policy, and should we experience much higher interest rates and softer asset prices our resilient markets and flexible economy probably could absorb such a shock.",2004,1,1,1,,,,
346,"I have downplayed the role of the U.S. federal budget deficit today, and I disagree with the view, sometimes heard, that balancing the federal budget by itself would largely defuse the current account issue.",2003,2,2,1,,,,
385,"In addition to directly affecting longer-term interest rates, changes to the balance sheet could serve to reinforce policy communication associated with the short-term rate.",2021,2,2,1,,,,
879,The members expected price pressures to remain relatively contained over the next several quarters in the context of what they anticipated would be only a gradual reduction of the excess capacity in labor and product markets as the recovery progressed.,2006,2,2,1,,,,
53,"And, as I think all of us—having that expectation and that if the economy continued to progress along the lines that we expected and we continued to see the risks as balanced—do regard it as appropriate to gradually remove accommodation that’s in place by having several interest rate increases this year.",2015,1,1,1,,,,
395,"In these circumstances, the Committee believed that policy accommodation could be removed at a pace that would likely be measured but noted that it would respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.",2010,1,1,1,,,,
693,"Such second-round effects are likely to be quite limited as long as the rise in the relative price of energy does not lead to a rise in long-run inflation expectations, as has largely been the case in the recent period (figure 1).",2005,1,2,0,,,,
319,"In general, financial markets were viewed as well positioned to support more vigorous expansion in economic activity.",2017,0,2,0,,,,
902,"To see this, suppose that a speculative bubble has emerged and that a central bank, operating under a conventional strategy, has raised interest rates to keep the projected output gap closed and expected inflation at its desired level before the bubble bursts.",2003,1,1,1,,,,
473,"Major stock price indexes were up a bit over the intermeeting period, as positive first-quarter earnings reports more than offset the negative effects of higher energy prices and rising interest rates.",2017,1,2,0,,,,
571,"Nevertheless, the staff continued to forecast that real GDP growth would pick up only gradually in 2012 and 2013, supported by accommodative monetary policy, easing credit conditions, and improvements in consumer and business sentiment.",2014,0,0,1,,,,
819,There appears to have been some evolution in inflation-targeting regimes toward greater flexibility.,2004,0,2,0,,,,
768,"The growth of subprime mortgage lending is one indication of the extent to which access to credit has increased for all households, including those with lower incomes.",1997,2,0,0,,,,
402,"Increase the System Open Market Account holdings of Treasury securities, agency mortgage-backed securities (MBS), and agency commercial mortgage-backed securities (CMBS) at least at the current pace to sustain smooth functioning of markets for these securities, thereby fostering effective transmission of monetary policy to broader financial conditions.",2008,0,0,1,,,,
4,"(4') U** = U* - (1/b) [q - q*] U** = short-run or effective NAIRU However, once productivity growth stabilizes at a higher level, q* will eventually catch up to q, and the disinflationary effect will gradually diminish and then completely disappear.",2007,2,1,0,,,,
171,But what if the Fed were actually to propose a soft form of inflation targeting?,2004,1,0,0,,,,
313,"In discussing the increases in U. S. longer-term interest rates that occurred in the wake of the June FOMC meeting and the associated press conference, meeting participants pointed to heightened financial market uncertainty about the path of monetary policy and a shift of market expectations toward less policy accommodation.",2001,1,1,1,,,,
926,"The staff forecast prepared for this meeting continued to suggest that the expansion would gradually moderate from its currently elevated pace to a rate around, or perhaps a little below, the growth of the economy's estimated potential.",2019,2,2,1,,,,
427,"In response to the resulting high inflation, the Fed was obliged to raise interest rates, and the economy weakened.",2005,1,1,1,,,,
534,"Moreover, if declines in house prices were to damp consumption, that could feed back on employment and income, exerting additional restraint on the demand for housing.",2003,0,2,0,,,,
280,Improved prospects for a trade deal between the United States and China and accommodative monetary policy were cited as driving factors that outweighed weaker-than-expected announcements of corporate earnings for the fourth quarter of 2018 and earnings projections for 2019.,2006,0,0,1,,,,
253,The shock that the—from the pandemic was unprecedented both in its nature and in its size and in the amount of unemployment that it created and in the shock to economic activity.,2012,0,2,0,,,,
729,The September FOMC meeting was the first since the Committee approved in August our new Statement on Longer-Run Goals and Monetary Policy Strategy and adopted a new policy framework.3 The changes we made in our September FOMC statement bring our policy guidance in line with this new framework.,2006,2,2,1,,,,
610,One prominent example is with semiconductor producers and their need to dramatically alter the mix of production to meet demands of the high-tech and automotive industries.,2001,2,2,1,,,,
738,"Some contacts indicated that while input costs were higher, it appeared that the pass-through of these higher costs to consumer prices was limited.",2018,2,2,1,,,,
871,"The large current account deficit was seen as a factor pointing to potential depreciation of the dollar over time, with adverse repercussions on domestic inflation albeit favorable effects on exports.",2010,1,0,0,,,,
316,Here's a wonderful game: Assume that the ECB governing council or the Bank of England's Monetary Policy Committee replaced the Federal Open Market Committee and made monetary policy in the United States--or vice versa.,1999,2,2,1,,,,
292,"Well, our policy approach doesn’t involve intentionally trying to raise inflation.",2020,1,2,0,,,,
967,"While moderating the pace of purchases and the eventual increase in the federal funds rate may well affect capital flows, interest rates and asset prices in EMEs, the overall macroeconomic effects need not be disruptive.",2019,1,2,0,,,,
225,"Ensuring that every American has the chance to improve his or her economic circumstances through hard work, saving, entrepreneurship, and other productive activities is essential for building healthy communities and achieving sustainable economic growth.",1997,2,2,1,,,,
62,"An intuitive way of thinking about this rise and fall in inflation persistence is that it resulted from an un-anchoring of trend inflation during the period of the Great Inflation, and a re-anchoring in recent years, as the work of Stock and Watson suggests.",2004,2,2,1,,,,
957,The weakness in commodity prices and the appreciation of the dollar also continued to weigh on activity in the energy and agricultural sectors.,2001,0,2,0,,,,
620,"Over the long run, real labor compensation tends to track labor productivity.",1997,2,2,1,,,,
1041,"With capacity utilization already at high levels, relatively rapid growth in inventory investment, if it were superimposed on stronger-than- projected expansion in final demand, could portend serious pressures on resources and inflationary consequences for the economy.",2020,1,1,1,,,,
204,"For the twelve months ended in September, prices of consumer items other than food and energy increased by a considerably smaller amount than in the year- earlier period.",2007,2,0,0,,,,
379,"In their discussion of monetary policy for the intermeeting period, Committee members agreed that keeping the target range for the federal funds rate at 0 to 1/4 percent would be appropriate.",2021,0,2,0,,,,
689,"Real residential investment appeared to have declined again in the fourth quarter, likely reflecting in part decreases in the affordability of housing arising from both the net increase in mortgage interest rates over the past year and ongoing, though somewhat slower, house price appreciation.",2008,1,0,0,,,,
21,"A more-timely data source, average hourly earnings, decelerated slightly to a 4.4 percent annual rate over the third quarter, down from 4.6 percent annual growth in the second quarter.",2004,2,2,1,,,,
197,"Consequently, following periods when inflation has been running persistently below 2 percent, appropriate monetary policy will likely aim to achieve inflation moderately above 2 percent for some time.",2019,0,0,1,,,,
190,"Computing power may not be falling in price quite so rapidly now as in the late 1990s, but a dollar nevertheless buys a great deal more computational capacity today than it did even five years ago.",2008,2,2,1,,,,
284,We have not seen wage growth pick up.,2020,2,2,1,,,,
793,"The result could be cross-border spillovers from the increase in U.S. domestic demand, reducing the effect on U.S. real activity and inflation and potentially contributing to external imbalances.",2020,2,2,1,,,,
272,"For example, changes in U.S. short-term interest rates seem to exert a substantial influence on euro area bond yields (Ehrmann, Fratzscher, and Rigobon, 2005; Faust and others, 2006) and appear to have a strong effect on foreign equity indexes as well.2 In contrast, the effects of foreign short-term rates on U.S. asset prices appear to be relatively weaker.",2004,2,2,1,,,,
857,"This is modeled by assuming that wage change depends on q*, while the inflation equation (based on the markup equation) depends on q.",2003,2,2,1,,,,
621,"Over this period, inflation remained above most definitions of price stability, and the Federal Reserve was not actively seeking to reduce it.",1997,2,2,1,,,,
308,"You know, it says that we will seek to—seek inflation that runs moderately above 2 percent for some time.",2019,0,0,1,,,,
280,"We have a three-part baseline projection, which involves increasing growth that’s picking up over time as fiscal drag is reduced, continuing gains in the labor market, and inflation moving back towards objective.",2020,2,2,1,,,,
643,"Participants expected that, with further gradual increases in the federal funds rate, economic activity would expand at a solid rate during the remainder of this year and a moderate pace in the medium term, and that labor market conditions would remain strong.",2008,1,1,1,,,,
858,"The foreign exchange value of the dollar, which depreciated immediately following the FOMC's November announcement of further asset purchases, subsequently appreciated amid intensifying concerns about stresses in the euro area and some apparent reassessment by investors of the monetary policy outlook in the United States.",2007,0,2,0,,,,
127,"Businesses added a bit to their inventory positions after an extended period of sizable declines, but final sales changed little: business capital spending weakened somewhat further while growth in consumer spending, residential housing expenditures, and government outlays slowed.",2000,2,2,1,,,,
561,"Mortgage rates, corporate bond rates, and other yields and asset prices moved in sympathy, with important effects on the cost of borrowing and hence, presumably, on aggregate demand.",2021,2,2,1,,,,
48,"Although inflation is ultimately a monetary phenomenon, it seems natural to expect, as others have argued, that these developments would have exerted some downward pressure on inflation in the United States.",2006,0,0,1,,,,
90,"At earlier stages of processing, the producer price index for core intermediate materials continued to decline through May, albeit at a slower pace than that seen at the end of 2008.",2016,0,2,0,,,,
611,"Operating Strategies and the FOMC Meeting Now that we appreciate the challenging nature of monetary policy, we are ready to develop a strategy for implementing open market operations.",2001,2,2,1,,,,
346,"In the Committee’s discussion of monetary policy for the intermeeting period, nearly all members favored keeping the target federal funds rate at 5-1/4 percent at this meeting.",2022,2,2,1,,,,
528,"Moreover, a 50 basis point reduction that was associated with the communication of a Committee view that the risks to achieving its objectives for economic activity were balanced might be mistakenly interpreted in the view of some members as a signal that the Committee had come to the end of its policy easing moves--a judgment they were not prepared to make at this time.",2018,0,2,0,,,,
451,"Largely as a consequence of rapidly expanding ""new economy"" investments, gains in productivity had occurred at remarkable rates in recent years.",2022,2,2,1,,,,
810,"The Committee's accompanying statement noted that economic growth had slowed over the course of the year, partly reflecting a substantial cooling of the housing market.",2004,0,0,1,,,,
43,"Already, various trimmed price indexes are running much closer to 2 percent.",2007,2,2,1,,,,
528,"May 21, 2020 U.S. Economic Outlook and Monetary Policy Vice Chair Richard H. Clarida At the New York Association for Business Economics, New York, New York (via webcast) Share Accessible Keys for Video [Space Bar] toggles play/pause; [Right/Left Arrows] seeks the video forwards and back (5 sec ); [Up/Down Arrows] increase/decrease volume; [M] toggles mute on/off; [F] toggles fullscreen on/off (Except IE 11); The [Tab] key may be used in combination with the [Enter/Return] key to navigate and activate control buttons, such as caption on/off.",2017,2,2,1,,,,
284,"In July, the range for M3 had been raised by two percentage points to reflect developments that seemed to be fostering a return to the historical pattern of somewhat faster growth in M3 than in M2.",2006,0,1,0,,,,
809,The Committee's accompanying statement indicated that economic growth had been quite strong so far this year.,1998,1,2,0,,,,
931,"We also expect it will be appropriate to maintain the current target range for the federal funds rate at 0 to 1/4 percent until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment, until inflation has risen to 2 percent, and until inflation is on track to moderately exceed 2 percent for some time.",2019,0,0,1,,,,
183,Same thing with economic activity.,2012,2,2,1,,,,
250,"The problem with the current situation is that, that if you have a sustained period of supply shocks, those can actually start to undermine or to work—to work on de-anchoring inflation expectations.",2012,1,1,1,,,,
661,"Returns on indexed bonds are tied to forecasts of specific published price indexes, which may or may not reflect the market's judgment of the future purchasing power of money.",2020,2,2,1,,,,
220,"During the past several years, workers across the wage distribution--not just at the upper end--have seen noticeable increases in the inflation-adjusted value of their wages.",2000,1,2,0,,,,
