sentence,date
"As I noted, the Committee routinely reviews policy recommendations from a variety of benchmark rules, and I believe that their prescriptions can be helpful in providing broad guidance about how the federal funds rate should be adjusted over time in response to movements in real activity and inflation.",2017-01-19
"Consider first the well-known Taylor rule, which embodies key principles of good monetary policy.",2017-01-19
"The rule calls for systematic adjustments in the federal funds rate relative to its expected longer-run neutral level in response to movements in inflation and the output gap, defined as the percentage difference between actual output and the economy's productive potential.12 To implement the rule, one must decide on the appropriate definition and measurement of its inputs.",2017-01-19
Should inflation be defined using the latest noisy quarterly reading on headline PCE inflation or a measure intended to smooth through transitory price movements?,2017-01-19
"The Taylor rule is often implemented by assuming that the real, or inflation-adjusted, value of the longer-run neutral interest rate--which I will call R* for convenience--is equal to 2 percent, roughly the average historical value of the real federal funds rate prior to the financial crisis.",2017-01-19
"For inflation, we can use the 12-month change in core PCE prices, a measure of the current underlying rate of inflation.",2017-01-19
"And the output gap can be reasonably approximated as twice the difference between the estimated longer-run normal rate of unemployment and the actual unemployment rate.13 The dashed red line in figure 5 shows the resulting recommendations for policy over the medium term, based on the medians of the unemployment and inflation projections submitted by FOMC participants in December but assuming--in contrast to the median of participants' December assessments--that R* equals 2 percent.",2017-01-19
"As illustrated by the left-hand panel of figure 6, since 2000, both FOMC participants and respondents to the Blue Chip survey have markedly reduced their projections of the level of real short-term interest rates expected to prevail in the longer run.",2017-01-19
"Presumably, these revisions were made in response to accumulating evidence that lower real interest rates than those seen on average in the past would be needed permanently to keep the economy operating on an even keel.",2017-01-19
"In addition, the right-hand panel shows considerable changes over time in estimates of the normal longer-run rate of unemployment, with corresponding implications for estimates of the economy's productive potential and the output gap.",2017-01-19
"Such revisions would imply shifts in the level of the Taylor rule's prescriptions by as much as 1-1/4 percentage points, holding other factors constant.14 Clearly, sensible implementation of policy rules requires adjustments to take such changes into account, as a failure to do so would result in poor monetary policy decisions and poor economic outcomes.15 Figure 7 illustrates the policy implications of alternative revised assessments of the longer-run neutral real rate of interest.",2017-01-19
"Because overall growth has been quite moderate over the past few years despite an accommodative stance of monetary policy, some recent estimates of the current value of the neutral real federal funds rate stand close to zero.16 If the neutral rate were to remain quite low over the medium term, as would be expected if the global economy does not materially strengthen and productivity growth remains anemic, then the appropriate setting for R* in the Taylor rule would arguably be zero, yielding a yet lower path for the federal funds rate, as shown by the long-dashed red line.",2017-01-19
"For example, simple rules ignore such important factors as fiscal policy, trends affecting global growth, structural developments influencing the supply of credit, and overall financial conditions.",2017-01-19
"The downward pressure on longer-term interest rates that the Fed's asset holdings exert is expected to diminish over time--a development that amounts to a ""passive"" removal of monetary policy accommodation.",2017-01-19
"But if the economy instead began to overheat, threatening to push inflation to an undesirably high level, the FOMC would have ample scope to respond through tighter monetary policy.",2017-01-19
"Because participants on average anticipate a modest undershooting of the unemployment rate below its estimated longer-run level, the balanced-approach rule calls for a slightly faster pace of tightening over the next several years than the Taylor rule.",2017-01-19
"As its name implies, this rule does not prescribe a particular level of the federal funds rate at a given time but rather how the existing rate should change from quarter to quarter based on two gaps--the difference between inflation and its desired level as well as the difference between the unemployment rate and its longer-run normal level.20 In contrast to the other two rules, the change rule does not take a stand on the value of the longer-run neutral level of the real federal funds rate, thus avoiding a potential source of error.",2017-01-19
"Instead, it moves interest rates up and down until both gaps close, an approach that in theory enables it to perform well when the true value of R* is unknown.",2017-01-19
"Because both gaps are relatively modest at the moment and are projected to remain so, the change rule calls for fairly gradual adjustments in the stance of monetary policy over the next few years given the current outlook.",2017-01-19
"Nevertheless, the three benchmarks I have described--the Taylor rule, the balanced-approach rule, and the change rule, appropriately calibrated--have historically provided useful guidance about appropriate adjustments in the general direction of monetary policy over time.",2017-01-19
"This guidance is illustrated by figure 9, which compares the path of the federal funds rate since 2000 with the prescriptions of the three rules, based on the actual rates of inflation and unemployment observed at each point in time, along with contemporaneous Blue Chip projections of the longer-run unemployment rate and R*.",2017-01-19
"In addition, all three rules signaled that monetary policy needed to provide more stimulus during the recession and the subsequent recovery than could be provided by keeping short-term interest rates near zero.",2017-01-19
"For this reason, the Committee turned to asset purchases to help make up for the shortfall by putting additional downward pressure on longer-term interest rates.",2017-01-19
"Consistent with this advice, the FOMC suspended its asset purchase program in mid-2014 and began raising the federal funds rate in late 2015.22 To sum up, simple policy rules can serve as useful benchmarks to help assess how monetary policy should be adjusted over time.",2017-01-19
Conclusion My remarks have focused on the policy trajectory that the Committee now considers likely to be appropriate to sustain the economic expansion while keeping inflation close to our 2 percent goal.,2017-01-19
"For example, productivity growth is a key determinant of the neutral rate, and while most forecasters expect productivity growth to pick up from its recent unusually slow pace, the timing of such a pickup is highly uncertain.",2017-01-19
"Main Menu Toggle Button Sections Search Toggle Button Search Search Submit Button Submit Aboutthe Fed Structure of the Federal Reserve System The Fed Explained Board Members Advisory Councils Federal Reserve Banks Federal Reserve Act Currency Board Meetings Board Votes Diversity & Inclusion Careers Do Business with the Board Holidays Observed - K.8 Ethics & Values Contact Requesting Information (FOIA) FAQs Economic Education Fed Financial Statements Innovation News & Events Press Releases Speeches Testimony Calendar Videos Photo Gallery Conferences MonetaryPolicy Federal Open Market Committee About the FOMC Meeting calendars and information Transcripts and other historical materials FAQs Monetary Policy Principles and Practice Notes Policy Implementation Policy Normalization Policy Tools Reports Monetary Policy Report Beige Book Federal Reserve Balance Sheet Developments Review of Monetary Policy Strategy, Tools, and Communications Overview Supervision& Regulation Institution Supervision Community & Regional Financial Institutions Large Financial Institutions Foreign Banking Organizations Financial Market Utilities Consumer Compliance Reports Federal Reserve Supervision and Regulation Report Reporting Forms All Reporting Forms Recent Updates Information collections under review Financial Statements Applications/structure change Federal Financial Institutions Examination Council (FFIEC) Municipal & Government Securities Supervision & Regulation Letters By Year By Topic Banking Applications & Legal Developments Application Process Board & Reserve Bank Action Enforcement Actions & Legal Developments Regulatory Resources Regulations Manuals Basel Regulatory Framework Volcker Rule Education, Training, and Assistance Banking & Data Structure Beneficial Ownership reports Large Commercial Banks U.S. Offices of Foreign Entities Financial Holding Companies Interstate Branching Securities Underwriting & Dealing Subsidiaries Minority Depository Institutions FinancialStability Financial Stability Assessments About Financial Stability Types of Financial System Vulnerabilities & Risks Monitoring Risk Across the Financial System Proactive Monitoring of Markets & Institutions Financial Stability & Stress Testing Financial Stability Coordination & Actions Responding to Financial System Emergencies Cooperation on Financial Stability Reports Financial Stability Report PaymentSystems Regulations & Statutes Regulation CC (Availability of Funds and Collection of Checks) Regulation II (Debit Card Interchange Fees and Routing) Regulation HH (Financial Market Utilities) Other Regulations and Statutes Payment Policies Federal Reserve's Key Policies for the Provision of Financial Services Overnight Overdrafts Payment System Risk Sponsorship for Priority Telecommunication Services Reserve Bank Payment Services & Data Automated Clearinghouse Services Check Services Currency and Coin Services Daylight Overdrafts and Fees FedNowâ„ Service Fedwire Funds Services Fedwire Securities Services Fiscal Agency Services National Settlement Service Financial Market Utilities & Infrastructures Supervision & Oversight of Financial Market Infrastructures Designated Financial Market Utilities International Standards for Financial Market Infrastructures Research, Committees, and Forums Payment Research Federal Reserve Payments Study (FRPS) Payments System Policy Advisory Committee Forums EconomicResearch Meet the Economists Working Papers and Notes Finance and Economics Discussion Series (FEDS) FEDS Notes International Finance Discussion Papers (IFDP) Data, Models and Tools Economic Research Data FRB/US Model Estimated Dynamic Optimization (EDO) Model Survey of Consumer Finances (SCF) Data Data Download Program Bank Assets and Liabilities Aggregate Reserves of Depository Institutions and the Monetary Base - H.3 Assets and Liabilities of Commercial Banks in the U.S. - H.8 Assets and Liabilities of U.S.",2007-10-19
Corporations Dealer Financing Terms Senior Credit Officer Opinion Survey on Dealer Financing Terms Exchange Rates and International Data Foreign Exchange Rates - H.10/G.5 International Summary Statistics Securities Holdings and Transactions Statistics Reported by Banks and Other Financial Firms in the United States Structure and Share Data for U.S. Offices of Foreign Banks Financial Accounts Financial Accounts of the United States - Z.1 Household Finance Consumer Credit - G.19 Household Debt Service and Financial Obligations Ratios Mortgage Debt Outstanding Survey of Consumer Finances (SCF) Survey of Household Economics and Decisionmaking Industrial Activity Industrial Production and Capacity Utilization - G.17 Interest Rates Selected Interest Rates - H.15 Micro Data Reference Manual (MDRM) Micro and Macro Data Collections Money Stock and Reserve Balances Factors Affecting Reserve Balances - H.4.1 Money Stock Measures - H.6 Other Yield Curve Models and Data Consumers& Communities Regulations Community Reinvestment Act (CRA) All Regulations SupervisionÂ & Enforcement CA Letters Enforcement Actions Independent Foreclosure Review Community Development Housing and Neighborhood Revitalization Small Business and Entrepreneurship Employment and Workforce Development Community Development Finance Rural Community and Economic Development Conferences ResearchÂ & Analysis Survey of Household Economics and Decisionmaking Research Publications & Data Analysis Community Advisory Council Consumer Resources Mortgage and Foreclosure Resources Federal Reserve Community Development Resources Home News & Events Speeches Speech Please enable JavaScript if it is disabled in your browser or access the information through the links provided below.,2007-10-19
"October 19, 2007 Monetary Policy under Uncertainty Chairman Ben S. Bernanke At the 32nd Annual Economic Policy Conference, Federal Reserve Bank of St. Louis (via videoconference) Share Bill Poole's career in the Federal Reserve System spans two decades separated by a quarter of a century.",2007-10-19
"As it happens, each of Bill's two decades in the System was a time of considerable research and analysis on the issue of how economic uncertainty affects the making of monetary policy, a topic on which Bill has written and spoken many times.",2007-10-19
"From the traditional Keynesian perspective, which was the dominant viewpoint of the time, monetary policy faced a long-term tradeoff between inflation and unemployment that it could exploit to keep unemployment low over an indefinitely long period at an acceptable cost in terms of inflation.",2007-10-19
"Friedman believed that the inherent complexity of the economy, the long and variable lags with which monetary policy operates, and the political and bureaucratic influences on central bank decisionmaking precluded policy from fine tuning the level of economic activity.",2007-10-19
"Friedman advocated the use of simple prescriptions for monetary policy--such as the k percent money growth rule--which he felt would work reasonably well on average while avoiding the pitfalls of attempting to fine-tune the economy in the face of pervasive uncertainty (Friedman, 1968).",2007-10-19
"During this decade, those researchers as well as sympathetic policymakers focused especially on three areas of economic uncertainty: the current state of the economy, the structure of the economy (including the transmission mechanism of monetary policy), and the way in which private agents form expectations about future economic developments and policy actions.",2007-10-19
"For example, a given change in output could be the result of a change in aggregate demand, in aggregate supply, or in some combination of the two.",2007-10-19
"As most of my listeners know, Bill Poole tackled these issues in a landmark 1970 paper, which examined how uncertainty about the state of the economy affects the choice of the operating instrument for monetary policy (Poole, 1970).",2007-10-19
"In the simplest version of his model, Bill assumed that the central bank could choose to specify its monetary policy actions in terms of a particular level of a monetary aggregate or a particular value of a short-term nominal interest rate.",2007-10-19
"If the central bank has only partial information about disturbances to money demand and to aggregate demand, Bill showed that the optimal choice of policy instrument depends on the relative variances of the two types of shocks.",2007-10-19
"In particular, using the interest rate as the policy instrument is the better choice when aggregate demand is relatively stable but money demand is unstable, with money growth being the preferable policy instrument in the opposite case.",2007-10-19
"For example, Bill wrote a Federal Reserve staff paper titled ""Rules-of-Thumb for Guiding Monetary Policy"" (Poole, 1971).",2007-10-19
"Because his econometric analysis of the available data indicated that money demand was more stable than aggregate demand, Bill formulated a simple rule that adjusted the money growth rate in response to the observed unemployment rate.",2007-10-19
"Friedman (1968) and Ned Phelps (1969) were the first to highlight the central importance of expectations formation, arguing that the private sector's expectations adjust in response to monetary policy and therefore preclude any long-run tradeoff between unemployment and inflation.",2007-10-19
"However, Friedman and Phelps retained the view that monetary policy could exert substantial effects on the real economy over the short to medium run.",2007-10-19
"In contrast, Robert Lucas and others reached more dramatic conclusions, arguing that only unpredictable movements in monetary policy can affect the real economy and concluding that policy has no capacity to smooth the business cycle (Lucas, 1972; Sargent and Wallace, 1975).",2007-10-19
"Although these studies highlighted the centrality of inflation expectations for the analysis of monetary policy, the profession did not succeed in reaching any consensus about how those expectations evolve, especially in an environment of ongoing structural change.",2007-10-19
Developments during the Second Period: 1998-2007 Research during the past ten years has been very fruitful in expanding the profession's understanding of the implications of uncertainty for the design and conduct of monetary policy.,2007-10-19
"Money demand relationships were relatively stable through the 1950s and 1960s, but, in the wake of dramatic innovations in banking and financial markets, short-term money-demand relationships became less predictable, at least in the United States.",2007-10-19
"As a result, consistent with the policy implication of Bill's 1970 model, the Federal Reserve (like most other central banks) today uses the overnight interbank rate as the principal operating target of monetary policy.",2007-10-19
"Bill's research also raised the possibility of specifying the operating target in other ways, for example, as an index of monetary or financial conditions; and it provided a framework for evaluating the usefulness of intermediate targets--such as core inflation or the growth of broad money--that are only indirectly controlled by policy.",2007-10-19
"Indeed, our appreciation of that challenge has been enhanced by recent research using real time data sets.1 For example, Athanasios Orphanides has shown that making such real-time assessments of the sustainable levels of economic activity and employment is considerably more difficult than estimating those levels retrospectively.",2007-10-19
His 2002 study of U.S. monetary policy in the 1970s shows how mismeasurement of the sustainable level of economic activity can lead to serious policy mistakes.,2007-10-19
"For example, when the degree of structural inertia in the inflation process is uncertain, the optimal Bayesian policy tends to involve a more pronounced response to shocks than would be the case in the absence of uncertainty (Söderstrom, 2002).",2007-10-19
"Given the centrality of inflation expectations for the design of monetary policy, a key development over the past decade has been the burgeoning literature on the formation of these expectations in the absence of full knowledge of the underlying structure of the economy.2 For example, considerations of how the public learns about the economy and the objectives of the central bank can affect the form of the optimal monetary policy (Gaspar, Smets, and Vestin, 2006; Orphanides and Williams, 2007).",2007-10-19
"Furthermore, when the public is unsure about the central bank's objectives, even greater benefits may accompany achieving a stable inflation rate, as doing so may help anchor the public's inflation expectations.",2007-10-19
"These studies also show why central bank communications is a key component of monetary policy; in a world of uncertainty, informing the public about the central bank's objectives, plans, and outlook can affect behavior and macroeconomic outcomes (Bernanke, 2004; and Orphanides and Williams, 2005).",2007-10-19
"Conclusion Uncertainty--about the state of the economy, the economy's structure, and the inferences that the public will draw from policy actions or economic developments--is a pervasive feature of monetary policy making.",2007-10-19
"Output growth has returned to healthy levels, the labor market is firming, and inflation appears to be well controlled.",2005-04-14
"However, one aspect of U.S. economic performance still evokes concern among economists and policymakers: the nation's large and growing current account deficit.",2005-04-14
"In 2004, the U.S. external deficit stood at $666 billion, or about 5-3/4 percent of the U.S. gross domestic product (GDP).",2005-04-14
"Corresponding to that deficit, U.S. citizens, businesses, and governments on net had to raise $666 billion on international capital markets.1 The current account deficit has been on a steep upward trajectory in recent years, rising from a relatively modest $120 billion (1.5 percent of GDP) in 1996 to $414 billion (4.2 percent of GDP) in 2000 on its way to its current level.",2005-04-14
What implications do the U.S. current account deficit and our consequent reliance on foreign credit have for economic performance in the United States and in our trading partners?,2005-04-14
"Although domestic developments have certainly played a role, I will argue that a satisfying explanation of the recent upward climb of the U.S. current account deficit requires a global perspective that more fully takes into account events outside the United States.",2005-04-14
"To be more specific, I will argue that over the past decade a combination of diverse forces has created a significant increase in the global supply of saving--a global saving glut--which helps to explain both the increase in the U.S. current account deficit and the relatively low level of long-term real interest rates in the world today.",2005-04-14
"To be clear, in locating the principal causes of the U.S. current account deficit outside the country's borders, I am not making a value judgment about the behavior of either U.S. or foreign residents or their governments.",2005-04-14
"Rather, I believe that understanding the influence of global factors on the U.S. current account deficit is essential for understanding the effects of the deficit and for devising policies to address it.",2005-04-14
"Of course, as always, the views I express today are not necessarily shared by my colleagues at the Federal Reserve.2 The U.S. Current Account Deficit: Two Perspectives We will find it helpful to consider, as background for the analysis of the U.S. current account deficit, two alternative ways of thinking about the phenomenon--one that relates the deficit to the patterns of U.S. trade and a second that focuses on saving, investment, and international financial flows.",2005-04-14
"By definition, this excess of U.S. payments to foreigners over payments received in a given period equals the U.S. current account deficit, which, as I have already noted, was $666 billion in 2004--close to the $617 billion by which the value of U.S. imports exceeded that of exports.",2005-04-14
"When U.S. receipts from its sales of exports and other current payments are insufficient to cover the cost of U.S. imports and other payments to foreigners, U.S. households, firms, and governments on net must borrow the difference on international capital markets.3 Thus, essentially by definition, in each period U.S. net foreign borrowing equals the U.S. current account deficit, which in turn is closely linked to the imbalance in U.S. international trade.",2005-04-14
"The extensive attention paid to the trade imbalance in the media and elsewhere has tempted some observers to ascribe the growing current account deficit to factors such as changes in the quality or composition of U.S. and foreign-made products, changes in trade policy, or unfair foreign competition.",2005-04-14
"Rather, the U.S. trade balance is the tail of the dog; for the most part, it has been passively determined by foreign and domestic incomes, asset prices, interest rates, and exchange rates, which are themselves in turn the products of more fundamental driving forces.",2005-04-14
"In the United States, as in all countries, economic growth requires investment in new capital goods and the upgrading and replacement of older capital.",2005-04-14
"By definition, national saving is the sum of saving done by households (for example, through contributions to employer-sponsored 401(k) accounts) and saving done by businesses (in the form of retained earnings) less any budget deficit run by the government (which is a use rather than a source of saving).5 As I say, in a closed economy investment would equal national saving in each period; but, in fact, virtually all economies today are open economies, and well-developed international capital markets allow savers to lend to those who wish to make capital investments in any country, not just their own.",2005-04-14
"We saw earlier that the current account deficit equals the net amount that the United States borrows abroad in each period, and I have just shown that U.S. net foreign borrowing equals the excess of U.S. capital investment over U.S. national saving.",2005-04-14
It follows that the country's current account deficit equals the excess of its investment over its saving.,2005-04-14
"To summarize, I have described two equivalent ways of interpreting the current account deficit, one in terms of trade flows and related payments and one in terms of investment and national saving.",2005-04-14
"As I have already suggested, most economists who have offered explanations of the high and rising level of the U.S. current account deficit and the country's foreign borrowing have emphasized investment-saving behavior rather than trade-related factors (and I will do the same today).",2005-04-14
"Along these lines, one commonly hears that the U.S. current account deficit is the product of a precipitous decline in the U.S. national saving rate, which in recent years has fallen to a level that is far from adequate to fund domestic investment.",2005-04-14
"Those who emphasize the role of low U.S. saving often go on to conclude that, for the most part, the U.S. current account deficit is ""made in the U.S.A."" and is independent (to a first approximation) of developments in other parts of the globe.",2005-04-14
"That inadequate U.S. national saving is the source of the current account deficit must be true at some level; indeed, the statement is almost a tautology.",2005-04-14
"One popular argument for the ""made in the U.S.A."" explanation of declining national saving and the rising current account deficit focuses on the burgeoning U.S. federal budget deficit, which in 2004 drained more than $400 billion from the national saving pool.",2005-04-14
I will discuss the link between the budget deficit and the current account deficit in more detail later.,2005-04-14
"Here I simply note that the so-called twin-deficits hypothesis, that government budget deficits cause current account deficits, does not account for the fact that the U.S. external deficit expanded by about $300 billion between 1996 and 2000, a period during which the federal budget was in surplus and projected to remain so.",2005-04-14
"Nor, for that matter, does the twin-deficits hypothesis shed any light on why a number of major countries, including Germany and Japan, continue to run large current account surpluses despite government budget deficits that are similar in size (as a share of GDP) to that of the United States.",2005-04-14
The Changing Pattern of International Capital Flows and the Global Saving Glut What then accounts for the rapid increase in the U.S. current account deficit?,2005-04-14
"Table 1 provides a basis for a discussion of recent changes in global saving and financial flows by showing current account balances for different countries and regions, in billions of U.S. dollars, for the years 1996 (just before the U.S. current account deficit began to balloon), 2000, and 2004.",2005-04-14
"Nevertheless, changes in the pattern of current account balances together with knowledge of changes in real interest rates should provide useful clues about shifts in the global supply of and demand for saving.",2005-04-14
"Return to table The table confirms the sharp increase in the U.S. current account deficit, about $546 billion between 1996 and 2004.",2005-04-14
The $546 billion increase in the U.S. current account deficit between 1996 and 2004 must therefore have been matched by a shift toward surplus of equal magnitude in other countries.,2005-04-14
"The collective current account of the industrial countries declined more than $441 billion between 1996 and 2004, implying that, of the $548 billion increase in the U.S. current account deficit, only about $106 billion was offset by increased surpluses in other industrial countries.",2005-04-14
"As table 1 shows, the bulk of the increase in the U.S. current account deficit was balanced by changes in the current account positions of developing countries, which moved from a collective deficit of $90 billion to a surplus of $326 billion--a net change of $416 billion-- between 1996 and 2004.",2005-04-14
"Loss of lender confidence, together with other factors such as overvalued fixed exchange rates and debt that was both short-term and denominated in foreign currencies, ultimately culminated in painful financial crises, including those in Mexico in 1994, in a number of East Asian countries in 1997-98, in Russia in 1998, in Brazil in 1999, and in Argentina in 2002.",2005-04-14
"The effects of these crises included rapid capital outflows, currency depreciation, sharp declines in domestic asset prices, weakened banking systems, and recession.",2005-04-14
"For example, in response to instability of capital flows and the exchange rate, some East Asian countries, such as Korea and Thailand, began to build up large quantities of foreign-exchange reserves and continued to do so even after the constraints imposed by the halt to capital inflows from global financial markets were relaxed.",2005-04-14
"Additionally, reserves were accumulated in the context of foreign exchange interventions intended to promote export-led growth by preventing exchange-rate appreciation (Dooley, Folkerts-Landau, and Garber, 2004).",2005-04-14
Countries typically pursue export-led growth because domestic demand is thought to be insufficient to employ fully domestic resources.,2005-04-14
"A related strategy has focused on reducing the burden of external debt by attempting to pay down those obligations, with the funds coming from a combination of reduced fiscal deficits and increased domestic debt issuance.",2005-04-14
Another factor that has contributed to the swing toward current-account surplus among the non-industrialized nations in the past few years is the sharp rise in oil prices.,2005-04-14
"Instead, the requisite shift in the collective external position of the industrial countries was facilitated by adjustments in asset prices and exchange rates, although the pattern of asset-price changes was somewhat different before and after 2000.",2005-04-14
"From about 1996 to early 2000, equity prices played a key equilibrating role in international financial markets.",2005-04-14
"The development and adoption of new technologies and rising productivity in the United States--together with the country's long-standing advantages such as low political risk, strong property rights, and a good regulatory environment--made the U.S. economy exceptionally attractive to international investors during that period.",2005-04-14
"Consequently, capital flowed rapidly into the United States, helping to fuel large appreciations in stock prices and in the value of the dollar.",2005-04-14
"From the saving-investment perspective, the U.S. current account deficit rose as capital investment increased (spurred by perceived profit opportunities) at the same time that the rapid increase in household wealth and expectations of future income gains reduced U.S. residents' perceived need to save.",2005-04-14
Thus the rapid increase in the U.S. current account deficit between 1996 and 2000 was fueled to a significant extent both by increased global saving and the greater interest on the part of foreigners in investing in the United States.,2005-04-14
"After the stock-market decline that began in March 2000, new capital investment and thus the demand for financing waned around the world.",2005-04-14
"Indeed, real interest rates have been relatively low in recent years, not only in the United States but also abroad.",2005-04-14
"For example, in the United States, the ten-year real interest rate implied by the prices of inflation-indexed government bonds has fallen from 4.3 percent in March 2000 to about 1.8 percent today.",2005-04-14
"From a narrow U.S. perspective, these low long-term rates are puzzling; from a global perspective, they may be less so.8 The weakening of new capital investment after the drop in equity prices did not much change the net effect of the global saving glut on the U.S. current account.",2005-04-14
"The transmission mechanism changed, however, as low real interest rates rather than high stock prices became a principal cause of lower U.S. saving.",2005-04-14
"In particular, during the past few years, the key asset-price effects of the global saving glut appear to have occurred in the market for residential investment, as low mortgage rates have supported record levels of home construction and strong gains in housing prices.",2005-04-14
"As U.S. business investment has recently begun a cyclical recovery while residential investment has remained strong, the domestic saving shortfall has continued to widen, implying a rise in the current account deficit and increasing dependence of the United States on capital inflows.9 According to the story I have sketched thus far, events outside U.S. borders--such as the financial crises that induced emerging-market countries to switch from being international borrowers to international lenders--have played an important role in the evolution of the U.S. current account deficit, with transmission occurring primarily through endogenous changes in equity values, house prices, real interest rates, and the exchange value of the dollar.",2005-04-14
The effects of the saving outflow may thus have been felt disproportionately on U.S. interest rates and the dollar.,2005-04-14
"As shown in table 1, a number of key industrial countries other than the United States have seen their current accounts move substantially toward deficit since 1996, including France, Italy, Spain, Australia, and the United Kingdom.",2005-04-14
"A key difference between the two groups of countries is that the countries whose current accounts have moved toward deficit have generally experienced substantial housing appreciation and increases in household wealth, while Germany and Japan--whose economies have been growing slowly despite very low interest rates--have not.",2005-04-14
"For example, since 1996 wealth-to-income ratios have risen by 14 percent in France, 12 percent in Italy, and 27 percent in the United Kingdom; each of these countries has seen their current account move toward deficit, as already noted.",2005-04-14
"By contrast, wealth-to-income ratios in Germany and Japan have remained flat.10 The evident link between rising household wealth and a tendency for the current account to shift toward deficit is consistent with the mechanism that I have described today.",2005-04-14
Economic and Policy Implications I have presented today a somewhat unconventional explanation of the high and rising U.S. current account deficit.,2005-04-14
"This increased supply of saving boosted U.S. equity values during the period of the stock market boom and helped to increase U.S. home values during the more recent period, as a consequence lowering U.S. national saving and contributing to the nation's rising current account deficit.",2005-04-14
"If financial capital were to flow in this ""natural"" direction, savers in the industrial countries would potentially earn higher returns and enjoy increased diversification, and borrowers in the developing world would have the funds to make the capital investments needed to promote growth and higher living standards.",2005-04-14
A second issue concerns the uses of international credit in the United States and other industrial countries with external deficits.,2005-04-14
"Because investment by businesses in equipment and structures has been relatively low in recent years (for cyclical and other reasons) and because the tax and financial systems in the United States and many other countries are designed to promote homeownership, much of the recent capital inflow into the developed world has shown up in higher rates of home construction and in higher home prices.",2005-04-14
Higher home prices in turn have encouraged households to increase their consumption.,2005-04-14
"However, in the long run, productivity gains are more likely to be driven by nonresidential investment, such as business purchases of new machines.",2005-04-14
"In the United States, for example, the growth in export-oriented sectors such as manufacturing has been restrained by the U.S. trade imbalance (although the recent decline in the dollar has alleviated that pressure somewhat), while sectors producing nontraded goods and services, such as home construction, have grown rapidly.",2005-04-14
The relative shrinkage in those industries in the presence of current account deficits--a shrinkage that may well have to be reversed in the future--imposes real costs of adjustment on firms and workers in those industries.,2005-04-14
"Finally, the large current account deficit of the United States, in particular, requires substantial flows of foreign financing.",2005-04-14
"As I have discussed today, the underlying sources of the U.S. current account deficit appear to be medium-term or even long-term in nature, suggesting that the situation will eventually begin to improve, although a return to approximate balance may take some time.",2005-04-14
What policy options exist to deal with the U.S. current account deficit?,2005-04-14
"I have downplayed the role of the U.S. federal budget deficit today, and I disagree with the view, sometimes heard, that balancing the federal budget by itself would largely defuse the current account issue.",2005-04-14
"In particular, to the extent that a reduction in the federal budget resulted in lower interest rates, the principal effects might be increased consumption and investment spending at home rather than a lower current account deficit.",2005-04-14
"Indeed, a recent study suggests that a $1.00 reduction in the federal budget deficit would cause the current account deficit to decline less than $0.20 (Erceg, Guerrieri, and Gust, 2005).",2005-04-14
"These results imply that even if we could balance the federal budget tomorrow, the medium-term effect would likely be to reduce the current account deficit by less than one percentage point of GDP.",2005-04-14
"Although I do not believe that plausible near-term changes in the federal budget would eliminate the current account deficit, I should stress that reducing the federal budget deficit is still a good idea.",2005-04-14
"Although the effects on the current account of reining in the budget deficit would likely be relatively modest, at least the direction is right.",2005-04-14
"Moreover, there are other good reasons to bring down the federal budget deficit, including the reduction of the debt obligations that will have to be serviced by taxpayers in the future.",2005-04-14
"Although the effect of saving-friendly policies on the U.S. current account deficit might not be dramatic, again the direction would be right.",2005-04-14
"Moreover, increasing U.S. national saving from its current low level would support productivity and wealth creation and help our society make better provision for the future.",2005-04-14
"However, as I have argued today, some of the key reasons for the large U.S. current account deficit are external to the United States, implying that purely inward-looking policies are unlikely to resolve this issue.",2005-04-14
"For example, the pace at which emerging-market countries are accumulating international reserves should slow as they increasingly perceive their reserves to be adequate and as they move toward more flexible exchange rates.",2005-04-14
"""1 However, the Federal Reserve met this mandate principally by issuing currency as needed to damp seasonal fluctuations in interest rates, and during its early years the Federal Reserve did not monitor the money stock or even collect monetary data in a systematic way.2, 3 The Federal Reserveâ€™s first fifteen years were a period of relative prosperity, but the crash of 1929 ushered in a decade of global financial instability and economic depression.",2006-11-10
"His definition, which included currency and demand deposits, corresponded closely to what we now call M1.",2006-11-10
"Currie argued that collection of monetary data was necessary for the Federal Reserve to control the money supply, which in turn would facilitate the stabilization of the price level and of the economy more generally.4 In 1934, Marriner Eccles asked Currie to join the Treasury Department, and later that year, when Eccles was appointed to head the Federal Reserve, he took Currie with him.",2006-11-10
"This effort culminated in 1943 with the publication of Banking and Monetary Statistics, which included annual figures on demand and time deposits from 1892 and on currency from 1860.",2006-11-10
"Milton Friedmanâ€™s volume Studies in the Quantity Theory of Money, which contained Phillip Caganâ€™s work on money and hyperinflation, appeared in 1956, followed in 1960 by Friedmanâ€™s A Program for Monetary Stability, which advocated that monetary policy engineer a constant growth rate for the money stock.",2006-11-10
"To accommodate these innovations, alternative definitions of money were created; by 1971, the Federal Reserve published data for five definitions of money, denoted M1 through M5.6 During the early years of monetary measurement, policymakers groped for ways to use the new data.7 However, during the 1960s and 1970s, as researchers and policymakers struggled to understand the sharp increase in inflation, the view that nominal aggregates (including credit as well as monetary aggregates) are closely linked to spending growth and inflation gained ground.",2006-11-10
"In 1966, the Federal Open Market Committee (FOMC) began to add a proviso to its policy directives that bank credit growth should not deviate significantly from projections; a similar proviso about money growth was added in 1970.",2006-11-10
